,SPRADDR_ZIP_PR,Unnamed: 0,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
13211,CA,49595,Fall 2016,University of Hawai`i at Manoa,1,2016
13213,AZ,49600,Fall 2016,University of Hawai`i at Manoa,1,2016
13214,ND,49601,Fall 2016,University of Hawai`i at Manoa,1,2016
13215,CA,49602,Fall 2016,University of Hawai`i at Manoa,1,2016
13216,IL,49606,Fall 2016,University of Hawai`i at Manoa,1,2016
13217,CA,49609,Fall 2016,University of Hawai`i at Manoa,1,2016
13218,WA,49610,Fall 2016,University of Hawai`i at Manoa,1,2016
13219,CA,49612,Fall 2016,University of Hawai`i at Manoa,2,2016
13220,OR,49613,Fall 2016,University of Hawai`i at Manoa,2,2016
13221,CO,49617,Fall 2016,University of Hawai`i at Manoa,1,2016
13222,CA,49618,Fall 2016,University of Hawai`i at Manoa,1,2016
13223,CA,49620,Fall 2016,University of Hawai`i at Manoa,2,2016
13224,HI,49623,Fall 2016,University of Hawai`i at Manoa,2,2016
13225,TX,49632,Fall 2016,University of Hawai`i at Manoa,2,2016
13226,ID,49635,Fall 2016,University of Hawai`i at Manoa,1,2016
13227,WA,49642,Fall 2016,University of Hawai`i at Manoa,1,2016
13228,HI,49643,Fall 2016,University of Hawai`i at Manoa,1,2016
13229,IN,49645,Fall 2016,University of Hawai`i at Manoa,1,2016
13230,CA,49650,Fall 2016,University of Hawai`i at Manoa,1,2016
13231,CA,49654,Fall 2016,University of Hawai`i at Manoa,1,2016
13232,CA,49656,Fall 2016,University of Hawai`i at Manoa,1,2016
13233,CA,49657,Fall 2016,University of Hawai`i at Manoa,1,2016
13234,WA,49660,Fall 2016,University of Hawai`i at Manoa,1,2016
13235,MD,49661,Fall 2016,University of Hawai`i at Manoa,1,2016
13236,AZ,49664,Fall 2016,University of Hawai`i at Manoa,1,2016
13237,HI,49665,Fall 2016,University of Hawai`i at Manoa,1,2016
13238,HI,49668,Fall 2016,University of Hawai`i at Manoa,3,2016
13239,NJ,49671,Fall 2016,University of Hawai`i at Manoa,1,2016
13240,CA,49673,Fall 2016,University of Hawai`i at Manoa,1,2016
13241,CA,49675,Fall 2016,University of Hawai`i at Manoa,1,2016
13242,CO,49682,Fall 2016,University of Hawai`i at Manoa,1,2016
13243,CA,49683,Fall 2016,University of Hawai`i at Manoa,1,2016
13244,CA,49685,Fall 2016,University of Hawai`i at Manoa,1,2016
13245,CT,49687,Fall 2016,University of Hawai`i at Manoa,1,2016
13246,ND,49688,Fall 2016,University of Hawai`i at Manoa,1,2016
13247,HI,49689,Fall 2016,University of Hawai`i at Manoa,2,2016
13248,CA,49695,Fall 2016,University of Hawai`i at Manoa,1,2016
13249,CA,49696,Fall 2016,University of Hawai`i at Manoa,1,2016
13250,CA,49698,Fall 2016,University of Hawai`i at Manoa,2,2016
13251,CA,49699,Fall 2016,University of Hawai`i at Manoa,3,2016
13252,CA,49701,Fall 2016,University of Hawai`i at Manoa,1,2016
13253,WA,49703,Fall 2016,University of Hawai`i at Manoa,2,2016
13254,TX,49704,Fall 2016,University of Hawai`i at Manoa,1,2016
13255,VA,49708,Fall 2016,University of Hawai`i at Manoa,1,2016
13256,KS,49709,Fall 2016,University of Hawai`i at Manoa,1,2016
13257,CA,49711,Fall 2016,University of Hawai`i at Manoa,2,2016
13258,CA,49712,Fall 2016,University of Hawai`i at Manoa,1,2016
13259,CA,49713,Fall 2016,University of Hawai`i at Manoa,1,2016
13260,CA,49717,Fall 2016,University of Hawai`i at Manoa,1,2016
13261,CA,49720,Fall 2016,University of Hawai`i at Manoa,1,2016
13262,FL,49725,Fall 2016,University of Hawai`i at Manoa,1,2016
13263,HI,49728,Fall 2016,University of Hawai`i at Manoa,2,2016
13264,MA,49729,Fall 2016,University of Hawai`i at Manoa,1,2016
13265,IL,49731,Fall 2016,University of Hawai`i at Manoa,1,2016
13266,CA,49734,Fall 2016,University of Hawai`i at Manoa,1,2016
13267,NY,49735,Fall 2016,University of Hawai`i at Manoa,1,2016
13268,CA,49736,Fall 2016,University of Hawai`i at Manoa,1,2016
13269,MA,49743,Fall 2016,University of Hawai`i at Manoa,1,2016
13270,HI,49749,Fall 2016,University of Hawai`i at Manoa,2,2016
13271,ME,49750,Fall 2016,University of Hawai`i at Manoa,1,2016
13272,HI,49751,Fall 2016,University of Hawai`i at Manoa,1,2016
13273,HI,49758,Fall 2016,University of Hawai`i at Manoa,1,2016
13274,HI,49759,Fall 2016,University of Hawai`i at Manoa,1,2016
13275,NM,49764,Fall 2016,University of Hawai`i at Manoa,1,2016
13277,TN,49766,Fall 2016,University of Hawai`i at Manoa,1,2016
13278,CA,49769,Fall 2016,University of Hawai`i at Manoa,1,2016
13279,CA,49772,Fall 2016,University of Hawai`i at Manoa,3,2016
13280,CA,49773,Fall 2016,University of Hawai`i at Manoa,1,2016
13281,MA,49774,Fall 2016,University of Hawai`i at Manoa,1,2016
13282,CA,49779,Fall 2016,University of Hawai`i at Manoa,1,2016
13283,CA,49782,Fall 2016,University of Hawai`i at Manoa,1,2016
13284,CA,49783,Fall 2016,University of Hawai`i at Manoa,1,2016
13285,IN,49784,Fall 2016,University of Hawai`i at Manoa,1,2016
13286,CA,49789,Fall 2016,University of Hawai`i at Manoa,1,2016
13287,CA,49792,Fall 2016,University of Hawai`i at Manoa,1,2016
13288,DC,49793,Fall 2016,University of Hawai`i at Manoa,1,2016
13289,NV,49801,Fall 2016,University of Hawai`i at Manoa,1,2016
13290,MD,49802,Fall 2016,University of Hawai`i at Manoa,1,2016
13291,ID,49803,Fall 2016,University of Hawai`i at Manoa,2,2016
13292,WA,49805,Fall 2016,University of Hawai`i at Manoa,1,2016
13293,HI,49806,Fall 2016,University of Hawai`i at Manoa,1,2016
13294,AZ,49807,Fall 2016,University of Hawai`i at Manoa,1,2016
13295,HI,49809,Fall 2016,University of Hawai`i at Manoa,1,2016
13296,nan,49810,Fall 2016,University of Hawai`i at Manoa,1,2016
13297,CA,49814,Fall 2016,University of Hawai`i at Manoa,1,2016
13298,CA,49817,Fall 2016,University of Hawai`i at Manoa,1,2016
13299,NY,49818,Fall 2016,University of Hawai`i at Manoa,1,2016
13300,WA,49819,Fall 2016,University of Hawai`i at Manoa,2,2016
13301,VA,49821,Fall 2016,University of Hawai`i at Manoa,1,2016
13302,OH,49823,Fall 2016,University of Hawai`i at Manoa,1,2016
13303,CA,49831,Fall 2016,University of Hawai`i at Manoa,1,2016
13304,CA,49832,Fall 2016,University of Hawai`i at Manoa,1,2016
13305,CO,49834,Fall 2016,University of Hawai`i at Manoa,2,2016
13306,HI,49835,Fall 2016,University of Hawai`i at Manoa,1,2016
13307,CA,49838,Fall 2016,University of Hawai`i at Manoa,1,2016
13308,CA,49840,Fall 2016,University of Hawai`i at Manoa,1,2016
13309,NV,49844,Fall 2016,University of Hawai`i at Manoa,1,2016
13310,CA,49846,Fall 2016,University of Hawai`i at Manoa,1,2016
13311,CA,49850,Fall 2016,University of Hawai`i at Manoa,1,2016
13312,UT,49851,Fall 2016,University of Hawai`i at Manoa,1,2016
13313,FL,49853,Fall 2016,University of Hawai`i at Manoa,1,2016
13314,CA,49859,Fall 2016,University of Hawai`i at Manoa,1,2016
13315,MN,49860,Fall 2016,University of Hawai`i at Manoa,1,2016
13316,KS,49861,Fall 2016,University of Hawai`i at Manoa,1,2016
13317,AK,49862,Fall 2016,University of Hawai`i at Manoa,1,2016
13318,CA,49864,Fall 2016,University of Hawai`i at Manoa,1,2016
13319,AZ,49868,Fall 2016,University of Hawai`i at Manoa,1,2016
13320,MA,49869,Fall 2016,University of Hawai`i at Manoa,1,2016
13321,CA,49878,Fall 2016,University of Hawai`i at Manoa,1,2016
13322,HI,49879,Fall 2016,University of Hawai`i at Manoa,2,2016
13323,CA,49880,Fall 2016,University of Hawai`i at Manoa,1,2016
13324,WA,49881,Fall 2016,University of Hawai`i at Manoa,1,2016
13325,CA,49888,Fall 2016,University of Hawai`i at Manoa,1,2016
13326,CA,49889,Fall 2016,University of Hawai`i at Manoa,1,2016
13327,TN,49891,Fall 2016,University of Hawai`i at Manoa,1,2016
13328,WA,49893,Fall 2016,University of Hawai`i at Manoa,1,2016
13329,AZ,49896,Fall 2016,University of Hawai`i at Manoa,1,2016
13330,OH,49901,Fall 2016,University of Hawai`i at Manoa,1,2016
13332,OH,49913,Fall 2016,University of Hawai`i at Manoa,1,2016
13333,CA,49914,Fall 2016,University of Hawai`i at Manoa,1,2016
13334,CO,49919,Fall 2016,University of Hawai`i at Manoa,1,2016
13335,CA,49920,Fall 2016,University of Hawai`i at Manoa,1,2016
13336,CA,49925,Fall 2016,University of Hawai`i at Manoa,1,2016
13337,CO,49927,Fall 2016,University of Hawai`i at Manoa,1,2016
13338,MA,49928,Fall 2016,University of Hawai`i at Manoa,1,2016
13339,CO,49929,Fall 2016,University of Hawai`i at Manoa,1,2016
13340,HI,49932,Fall 2016,University of Hawai`i at Manoa,1,2016
13341,HI,49933,Fall 2016,University of Hawai`i at Manoa,1,2016
13342,WA,49936,Fall 2016,University of Hawai`i at Manoa,1,2016
13343,NJ,49938,Fall 2016,University of Hawai`i at Manoa,1,2016
13344,ND,49940,Fall 2016,University of Hawai`i at Manoa,1,2016
13345,CA,49945,Fall 2016,University of Hawai`i at Manoa,1,2016
13346,VA,49947,Fall 2016,University of Hawai`i at Manoa,1,2016
13347,VA,49950,Fall 2016,University of Hawai`i at Manoa,1,2016
13348,CA,49951,Fall 2016,University of Hawai`i at Manoa,1,2016
13349,NJ,49956,Fall 2016,University of Hawai`i at Manoa,1,2016
13350,CA,49957,Fall 2016,University of Hawai`i at Manoa,1,2016
13351,CA,49958,Fall 2016,University of Hawai`i at Manoa,1,2016
13352,TX,49960,Fall 2016,University of Hawai`i at Manoa,1,2016
13353,HI,49965,Fall 2016,University of Hawai`i at Manoa,3,2016
13354,CA,49966,Fall 2016,University of Hawai`i at Manoa,1,2016
13355,CA,49967,Fall 2016,University of Hawai`i at Manoa,1,2016
13356,HI,49969,Fall 2016,University of Hawai`i at Manoa,1,2016
13357,HI,49970,Fall 2016,University of Hawai`i at Manoa,1,2016
13358,TX,49980,Fall 2016,University of Hawai`i at Manoa,1,2016
13359,OR,49987,Fall 2016,University of Hawai`i at Manoa,1,2016
13361,CA,49991,Fall 2016,University of Hawai`i at Manoa,1,2016
13362,CA,49992,Fall 2016,University of Hawai`i at Manoa,1,2016
13363,CA,49993,Fall 2016,University of Hawai`i at Manoa,1,2016
13364,CA,49994,Fall 2016,University of Hawai`i at Manoa,1,2016
13365,WA,49995,Fall 2016,University of Hawai`i at Manoa,1,2016
13366,CA,49996,Fall 2016,University of Hawai`i at Manoa,1,2016
13367,CA,49997,Fall 2016,University of Hawai`i at Manoa,1,2016
13368,CA,49999,Fall 2016,University of Hawai`i at Manoa,1,2016
13369,AL,50000,Fall 2016,University of Hawai`i at Manoa,1,2016
13370,CA,50001,Fall 2016,University of Hawai`i at Manoa,1,2016
13371,MI,50002,Fall 2016,University of Hawai`i at Manoa,1,2016
13372,HI,50003,Fall 2016,University of Hawai`i at Manoa,1,2016
13373,WY,50006,Fall 2016,University of Hawai`i at Manoa,1,2016
13374,CA,50009,Fall 2016,University of Hawai`i at Manoa,1,2016
13375,CA,50012,Fall 2016,University of Hawai`i at Manoa,1,2016
13376,HI,50017,Fall 2016,University of Hawai`i at Manoa,1,2016
13377,IN,50019,Fall 2016,University of Hawai`i at Manoa,1,2016
13378,NY,50020,Fall 2016,University of Hawai`i at Manoa,1,2016
13379,ID,50021,Fall 2016,University of Hawai`i at Manoa,1,2016
13380,CA,50023,Fall 2016,University of Hawai`i at Manoa,1,2016
13381,TX,50024,Fall 2016,University of Hawai`i at Manoa,1,2016
13382,CA,50029,Fall 2016,University of Hawai`i at Manoa,1,2016
13383,FL,50032,Fall 2016,University of Hawai`i at Manoa,1,2016
13384,AK,50033,Fall 2016,University of Hawai`i at Manoa,1,2016
13385,WA,50034,Fall 2016,University of Hawai`i at Manoa,1,2016
13386,MD,50037,Fall 2016,University of Hawai`i at Manoa,1,2016
13387,CA,50038,Fall 2016,University of Hawai`i at Manoa,1,2016
13388,CA,50039,Fall 2016,University of Hawai`i at Manoa,1,2016
13389,HI,50042,Fall 2016,University of Hawai`i at Manoa,1,2016
13390,OR,50046,Fall 2016,University of Hawai`i at Manoa,1,2016
13391,HI,50047,Fall 2016,University of Hawai`i at Manoa,1,2016
13392,IL,50048,Fall 2016,University of Hawai`i at Manoa,1,2016
13393,CA,50049,Fall 2016,University of Hawai`i at Manoa,1,2016
13394,WA,50050,Fall 2016,University of Hawai`i at Manoa,1,2016
13395,OH,50051,Fall 2016,University of Hawai`i at Manoa,1,2016
13396,WA,50052,Fall 2016,University of Hawai`i at Manoa,1,2016
13397,CO,50053,Fall 2016,University of Hawai`i at Manoa,1,2016
13398,HI,50059,Fall 2017,University of Hawai`i at Manoa,26,2017
13399,HI,50062,Fall 2017,University of Hawai`i at Manoa,69,2017
13400,HI,50063,Fall 2017,University of Hawai`i at Manoa,71,2017
13401,HI,50066,Fall 2017,University of Hawai`i at Manoa,20,2017
13402,HI,50076,Fall 2017,University of Hawai`i at Manoa,5,2017
13403,HI,50078,Fall 2017,University of Hawai`i at Manoa,118,2017
13404,TX,50080,Fall 2017,University of Hawai`i at Manoa,2,2017
13405,HI,50084,Fall 2017,University of Hawai`i at Manoa,75,2017
13406,HI,50087,Fall 2017,University of Hawai`i at Manoa,31,2017
13407,HI,50089,Fall 2017,University of Hawai`i at Manoa,1,2017
13408,HI,50093,Fall 2017,University of Hawai`i at Manoa,62,2017
13409,HI,50097,Fall 2017,University of Hawai`i at Manoa,76,2017
13410,HI,50101,Fall 2017,University of Hawai`i at Manoa,54,2017
13411,CA,50102,Fall 2017,University of Hawai`i at Manoa,1,2017
13412,HI,50105,Fall 2017,University of Hawai`i at Manoa,36,2017
13413,HI,50107,Fall 2017,University of Hawai`i at Manoa,14,2017
13414,HI,50115,Fall 2017,University of Hawai`i at Manoa,3,2017
13415,HI,50117,Fall 2017,University of Hawai`i at Manoa,154,2017
13416,WA,50123,Fall 2017,University of Hawai`i at Manoa,1,2017
13417,HI,50130,Fall 2017,University of Hawai`i at Manoa,27,2017
13418,WI,50132,Fall 2017,University of Hawai`i at Manoa,1,2017
13419,HI,50135,Fall 2017,University of Hawai`i at Manoa,11,2017
13420,AK,50142,Fall 2017,University of Hawai`i at Manoa,1,2017
13421,HI,50145,Fall 2017,University of Hawai`i at Manoa,73,2017
13422,CA,50146,Fall 2017,University of Hawai`i at Manoa,2,2017
13423,HI,50147,Fall 2017,University of Hawai`i at Manoa,26,2017
13424,CA,50150,Fall 2017,University of Hawai`i at Manoa,1,2017
13425,CA,50152,Fall 2017,University of Hawai`i at Manoa,2,2017
13426,CA,50155,Fall 2017,University of Hawai`i at Manoa,1,2017
13427,HI,50162,Fall 2017,University of Hawai`i at Manoa,3,2017
13428,HI,50166,Fall 2017,University of Hawai`i at Manoa,64,2017
13429,HI,50173,Fall 2017,University of Hawai`i at Manoa,3,2017
13430,HI,50180,Fall 2017,University of Hawai`i at Manoa,2,2017
13431,NY,50181,Fall 2017,University of Hawai`i at Manoa,1,2017
13432,OH,50182,Fall 2017,University of Hawai`i at Manoa,1,2017
13433,CA,50183,Fall 2017,University of Hawai`i at Manoa,1,2017
13434,HI,50185,Fall 2017,University of Hawai`i at Manoa,10,2017
13435,CA,50188,Fall 2017,University of Hawai`i at Manoa,1,2017
13436,CO,50189,Fall 2017,University of Hawai`i at Manoa,2,2017
13439,CA,50194,Fall 2017,University of Hawai`i at Manoa,4,2017
13440,CA,50195,Fall 2017,University of Hawai`i at Manoa,1,2017
13441,CA,50201,Fall 2017,University of Hawai`i at Manoa,3,2017
13443,CA,50204,Fall 2017,University of Hawai`i at Manoa,2,2017
13444,CA,50208,Fall 2017,University of Hawai`i at Manoa,1,2017
13445,CO,50211,Fall 2017,University of Hawai`i at Manoa,2,2017
13446,HI,50212,Fall 2017,University of Hawai`i at Manoa,6,2017
13447,DE,50215,Fall 2017,University of Hawai`i at Manoa,1,2017
13448,CA,50219,Fall 2017,University of Hawai`i at Manoa,2,2017
13449,PA,50221,Fall 2017,University of Hawai`i at Manoa,1,2017
13450,CA,50223,Fall 2017,University of Hawai`i at Manoa,2,2017
13451,UT,50224,Fall 2017,University of Hawai`i at Manoa,1,2017
13452,WA,50228,Fall 2017,University of Hawai`i at Manoa,1,2017
13453,CA,50229,Fall 2017,University of Hawai`i at Manoa,1,2017
13454,HI,50230,Fall 2017,University of Hawai`i at Manoa,4,2017
13455,CA,50231,Fall 2017,University of Hawai`i at Manoa,1,2017
13456,CO,50232,Fall 2017,University of Hawai`i at Manoa,3,2017
13457,HI,50235,Fall 2017,University of Hawai`i at Manoa,1,2017
13458,HI,50243,Fall 2017,University of Hawai`i at Manoa,3,2017
13459,HI,50245,Fall 2017,University of Hawai`i at Manoa,23,2017
13461,HI,50255,Fall 2017,University of Hawai`i at Manoa,1,2017
13462,CA,50257,Fall 2017,University of Hawai`i at Manoa,2,2017
13463,OR,50259,Fall 2017,University of Hawai`i at Manoa,1,2017
13464,HI,50260,Fall 2017,University of Hawai`i at Manoa,4,2017
13465,CT,50262,Fall 2017,University of Hawai`i at Manoa,1,2017
13467,MI,50265,Fall 2017,University of Hawai`i at Manoa,1,2017
13468,CA,50267,Fall 2017,University of Hawai`i at Manoa,1,2017
13469,CO,50269,Fall 2017,University of Hawai`i at Manoa,1,2017
13470,CA,50270,Fall 2017,University of Hawai`i at Manoa,1,2017
13471,CA,50272,Fall 2017,University of Hawai`i at Manoa,1,2017
13472,HI,50286,Fall 2017,University of Hawai`i at Manoa,11,2017
13473,HI,50288,Fall 2017,University of Hawai`i at Manoa,1,2017
13474,NJ,50295,Fall 2017,University of Hawai`i at Manoa,1,2017
13475,MD,50303,Fall 2017,University of Hawai`i at Manoa,1,2017
13476,HI,50308,Fall 2017,University of Hawai`i at Manoa,2,2017
13477,AZ,50309,Fall 2017,University of Hawai`i at Manoa,1,2017
13478,CA,50312,Fall 2017,University of Hawai`i at Manoa,1,2017
13479,HI,50313,Fall 2017,University of Hawai`i at Manoa,3,2017
13480,FL,50318,Fall 2017,University of Hawai`i at Manoa,1,2017
13481,NJ,50320,Fall 2017,University of Hawai`i at Manoa,1,2017
13482,CA,50321,Fall 2017,University of Hawai`i at Manoa,1,2017
13483,PA,50323,Fall 2017,University of Hawai`i at Manoa,1,2017
13485,CA,50328,Fall 2017,University of Hawai`i at Manoa,2,2017
13486,MT,50331,Fall 2017,University of Hawai`i at Manoa,1,2017
13487,OR,50332,Fall 2017,University of Hawai`i at Manoa,2,2017
13488,CA,50336,Fall 2017,University of Hawai`i at Manoa,2,2017
13489,CA,50338,Fall 2017,University of Hawai`i at Manoa,2,2017
13490,WA,50339,Fall 2017,University of Hawai`i at Manoa,1,2017
13491,CA,50340,Fall 2017,University of Hawai`i at Manoa,2,2017
13492,HI,50341,Fall 2017,University of Hawai`i at Manoa,16,2017
13493,CA,50343,Fall 2017,University of Hawai`i at Manoa,4,2017
13494,CA,50344,Fall 2017,University of Hawai`i at Manoa,1,2017
13495,HI,50358,Fall 2017,University of Hawai`i at Manoa,1,2017
13496,OR,50360,Fall 2017,University of Hawai`i at Manoa,3,2017
13497,HI,50363,Fall 2017,University of Hawai`i at Manoa,6,2017
13498,CA,50368,Fall 2017,University of Hawai`i at Manoa,3,2017
13499,CA,50370,Fall 2017,University of Hawai`i at Manoa,2,2017
13500,NM,50371,Fall 2017,University of Hawai`i at Manoa,1,2017
13501,HI,50373,Fall 2017,University of Hawai`i at Manoa,7,2017
13502,HI,50375,Fall 2017,University of Hawai`i at Manoa,2,2017
13503,HI,50376,Fall 2017,University of Hawai`i at Manoa,9,2017
13504,CA,50379,Fall 2017,University of Hawai`i at Manoa,3,2017
13505,TX,50381,Fall 2017,University of Hawai`i at Manoa,1,2017
13506,CA,50383,Fall 2017,University of Hawai`i at Manoa,1,2017
13507,CA,50391,Fall 2017,University of Hawai`i at Manoa,1,2017
13508,OR,50392,Fall 2017,University of Hawai`i at Manoa,1,2017
13509,CA,50393,Fall 2017,University of Hawai`i at Manoa,1,2017
13510,HI,50394,Fall 2017,University of Hawai`i at Manoa,2,2017
13511,CA,50395,Fall 2017,University of Hawai`i at Manoa,1,2017
13512,TX,50398,Fall 2017,University of Hawai`i at Manoa,1,2017
13513,CO,50400,Fall 2017,University of Hawai`i at Manoa,1,2017
13514,CA,50401,Fall 2017,University of Hawai`i at Manoa,1,2017
13515,CA,50403,Fall 2017,University of Hawai`i at Manoa,1,2017
13516,VA,50404,Fall 2017,University of Hawai`i at Manoa,1,2017
13517,HI,50405,Fall 2017,University of Hawai`i at Manoa,2,2017
13518,CA,50409,Fall 2017,University of Hawai`i at Manoa,6,2017
13519,WA,50413,Fall 2017,University of Hawai`i at Manoa,2,2017
13520,HI,50415,Fall 2017,University of Hawai`i at Manoa,3,2017
13521,HI,50422,Fall 2017,University of Hawai`i at Manoa,2,2017
13522,CA,50423,Fall 2017,University of Hawai`i at Manoa,1,2017
13523,CA,50429,Fall 2017,University of Hawai`i at Manoa,1,2017
13524,AZ,50435,Fall 2017,University of Hawai`i at Manoa,1,2017
13525,HI,50439,Fall 2017,University of Hawai`i at Manoa,3,2017
13526,CA,50442,Fall 2017,University of Hawai`i at Manoa,1,2017
13527,ME,50443,Fall 2017,University of Hawai`i at Manoa,1,2017
13528,CA,50444,Fall 2017,University of Hawai`i at Manoa,1,2017
13529,CA,50445,Fall 2017,University of Hawai`i at Manoa,1,2017
13530,CA,50448,Fall 2017,University of Hawai`i at Manoa,1,2017
13531,HI,50449,Fall 2017,University of Hawai`i at Manoa,4,2017
13532,NV,50451,Fall 2017,University of Hawai`i at Manoa,1,2017
13533,FL,50455,Fall 2017,University of Hawai`i at Manoa,1,2017
13534,NY,50456,Fall 2017,University of Hawai`i at Manoa,1,2017
13535,NM,50459,Fall 2017,University of Hawai`i at Manoa,1,2017
13536,ID,50463,Fall 2017,University of Hawai`i at Manoa,3,2017
13537,CA,50464,Fall 2017,University of Hawai`i at Manoa,1,2017
